Prompt,Actual,Expected,Precision,Recall,F1
'What are some popular movies featuring underdog characters or stories?',5,208,0.6,0.2,0.3
'Can you suggest any underrated movies that deserve more recognition?',5,308,0.0,0.0,0.0
'Understated movies',5,61,0.0,0.0,0.0
'Underwater movies',5,45,0.2,0.0769230769230769,0.1111111111111111
'unfunny movies',6,94,0.3333333333333333,0.1428571428571428,0.2
'unintentionally funny movies',5,29,0.2,0.0769230769230769,0.1111111111111111
'What are some unique movies that stand out from the crowd?',6,65,0.5,0.2,0.2857142857142857
'What are some movies related to the United Nations?',5,43,0.0,0.0,0.0
'unlikeable characters',5,135,0.0,0.0,0.0
'What are some examples of movies featuring unlikely friendships?',5,1491,0.6,0.2,0.3
'unrealistic',3,106,0.3333333333333333,0.0769230769230769,0.125
'unusual plot structure',5,1106,0.4,0.1428571428571428,0.2105263157894736
'us history',4,526,0.75,0.2,0.3157894736842105
'What are some movies related to the theme of utopia?',5,134,0.4,0.1428571428571428,0.2105263157894736
'vampire',5,119,0.6,0.2,0.3
'vampire human love',6,112,0.3333333333333333,0.1428571428571428,0.2
'vampires',5,117,0.6,0.2,0.3
'What are some popular movies related to the theme of vengeance?',6,3111,0.6666666666666666,0.25,0.3636363636363636
'What are some very funny movies?',10,1433,0.8,0.4,0.5333333333333333
'What are some very good movies that people generally enjoy?',11,649,0.3636363636363636,0.25,0.2962962962962963
'What are some very interesting movies that people might enjoy watching?',5,1880,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies related to the video game theme?',8,179,0.625,0.2941176470588235,0.4
'Video game adaptation movies',8,59,0.625,0.2941176470588235,0.4
'What are some movies related to the video games theme?',6,54,0.5,0.2,0.2857142857142857
'videogame',0,49,0.0,0.0,0.0
'What are some popular movies related to the theme of Vienna?',5,28,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies related to the Vietnam War?',7,57,0.7142857142857143,0.2941176470588235,0.4166666666666667
'What are some movies related to the Vietnam War?',7,68,0.7142857142857143,0.2941176470588235,0.4166666666666667
'What are some movies related to the 'View Askew' production company founded by Kevin Smith?',8,39,0.75,0.3333333333333333,0.4615384615384615
'What are some popular movies featuring vigilante characters or themes?',5,361,0.6,0.2,0.3
'What are some movies that depict or involve themes related to vigilantism?',6,209,0.6666666666666666,0.25,0.3636363636363636
'What are some popular movies that involve violence as a significant theme?',8,2375,0.5,0.25,0.3333333333333333
'What are some popular movies with a violent theme?',5,1897,0.6,0.2,0.3
'What are some movies that deal with the theme of virginity or explore the concept of losing one's virginity?',7,157,0.5714285714285714,0.25,0.3478260869565217
'What are some popular movies related to the theme of virtual reality?',5,61,0.2,0.0769230769230769,0.1111111111111111
'What are some popular movies related to the theme of a virus outbreak?',5,134,1.0,0.2941176470588235,0.4545454545454545
'Can you recommend a visceral movie that evokes strong emotional responses?',3,1280,1.0,0.2,0.3333333333333333
'What are some popular movies that have visually stunning scenes or cinematography?',9,1468,0.8888888888888888,0.4,0.5517241379310346
'What are some visually appealing movies that have captivated audiences with their stunning visuals and cinematography?',7,3003,0.7142857142857143,0.2941176470588235,0.4166666666666667
'What are some visually stunning movies that have left a lasting impression on viewers?',6,1241,0.8333333333333334,0.2941176470588235,0.4347826086956522
'What are some movies known for their stunning visuals and impressive cinematography?',6,446,0.6666666666666666,0.25,0.3636363636363636
'What are some popular movies related to the theme of voodoo?',5,37,0.2,0.0769230769230769,0.1111111111111111
'What are some movies that explore or depict themes related to voyeurism?',5,179,0.6,0.2,0.3
'What are some popular war movies that have been well-received by audiences?',5,612,0.8,0.25,0.3809523809523809
'war movie',5,300,1.0,0.2941176470588235,0.4545454545454545
'What are some popular movies set during wartime?',10,578,0.8,0.4,0.5333333333333333
'What movies are considered a waste of time by some viewers?',5,2,0.0,0.0,0.0
'watch the credits',2,112,0.0,0.0,0.0
'What are some popular movies that involve the use of weapons prominently in their storylines?',7,1187,0.4285714285714285,0.2,0.2727272727272727
'What are some popular movies related to the theme of weddings?',5,123,0.8,0.25,0.3809523809523809
'What are some movies related to the theme of weed?',5,190,0.8,0.25,0.3809523809523809
'Weird movies',5,3770,1.0,0.2941176470588235,0.4545454545454545
'werewolf',5,73,0.6,0.2,0.3
'Werewolves',5,90,0.4,0.1428571428571428,0.2105263157894736
'What are some popular western movies?',5,228,0.6,0.2,0.3
'Whimsical movies',5,777,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies set in the wilderness or featuring wilderness themes?',7,228,0.7142857142857143,0.2941176470588235,0.4166666666666667
'What are some popular movies related to the theme of wine?',5,93,0.6,0.2,0.3
'wistful',3,123,0.6666666666666666,0.1428571428571428,0.2352941176470588
'What are some popular movies related to the theme of witches?',5,163,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies featuring witches as main characters or significant roles?',8,127,0.5,0.25,0.3333333333333333
'Can you recommend a witty movie that has a memorable dialogue?',2,1006,0.5,0.0769230769230769,0.1333333333333333
'wizards',5,100,0.2,0.0769230769230769,0.1111111111111111
'Women in movies',5,1431,0.2,0.0769230769230769,0.1111111111111111
'What are some movies that feature working-class characters or storylines?',5,146,0.2,0.0769230769230769,0.1111111111111111
'What are some popular movies that feature a workplace setting?',6,278,0.6666666666666666,0.25,0.3636363636363636
'world politics',5,394,0.4,0.1428571428571428,0.2105263157894736
'World War I',5,107,0.8,0.25,0.3809523809523809
'World War II',4,361,0.75,0.2,0.3157894736842105
'What are some movies that focus on the life and experiences of a writer?',5,93,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies where the writers played a significant role in their creation or success?',5,572,0.0,0.0,0.0
'What are some popular movies that have a significant focus on writing or feature writers as main characters?',6,104,0.6666666666666666,0.25,0.3636363636363636
'wuxia',4,87,0.0,0.0,0.0
'What are some popular movies related to World War II?',10,318,0.6,0.3333333333333333,0.4285714285714285
'What are some popular movies related to the zombie genre?',6,212,1.0,0.3333333333333333,0.5
'What are some popular movies featuring zombies as the main theme or plot?',6,125,1.0,0.3333333333333333,0.5
